date,close_afran,close_yaghoot,close_goldMofid,close_nahal,close_sahar,close_agas,close_sarv,close_atlas
2025-03-11,33182,29207,190389.0,35206.0,41318.0,174390.0,16470.0,57409.0
2025-03-12,33222,29256,189512.0,35164.0,41184.0,175118.0,16460.0,57615.0
2025-03-15,33263,29287,189811.0,34840.0,41088.0,180298.0,16890.0,59253.0
2025-03-16,33301,29317,195507.0,35066.0,41407.0,179356.0,16860.0,59025.0
2025-03-17,33333,29348,207309.0,36348.0,43396.0,178324.0,16850.0,58397.0
2025-03-18,33442,29461,222502.0,37381.0,44718.0,173298.0,16660.0,57391.0
2025-03-25,33559,29553,218976.0,37191.0,44591.0,178451.0,17140.0,59070.0
2025-03-26,33598,29603,226735.0,37587.0,45100.0,181312.0,17220.0,59638.0
2025-03-29,33666,29634,241248.0,38291.0,46077.0,180997.0,17300.0,59784.0
2025-03-30,33765,29757,236934.0,38088.0,45382.0,184960.0,17660.0,60744.0
